url,clicks_before,impressions_before,position_before,clicks_after,impressions_after,position_after,impression_change,click_change
https://dreamlab.id/maklon-kosmetik-skincare-medan-dreamlab/,0,34,7.235294117647059,0,21,8.047619047619047,-13,0
https://dreamlab.id/tren-brand-kosmetik-lokal-2025/,0,17,17.41176470588235,0,4,5.25,-13,0
https://dreamlab.id/decorative/,0,24,7.625,0,12,9.5,-12,0
https://dreamlab.id/maklon-skincare/sunscreen/,0,15,11.933333333333334,0,3,24.666666666666668,-12,0
https://dreamlab.id/panduan-persentase-manfaat-niacinamide-skincare/,0,19,6.578947368421052,0,7,5.285714285714286,-12,0
https://dreamlab.id/jadwalkanvisitmeeting.php/,0,67,9.985074626865671,1,56,9.964285714285714,-11,1
https://dreamlab.id/jasa-maklon-lipstik-bpom-terpercaya/,0,48,8.25,3,37,6.756756756756757,-11,3
https://dreamlab.id/manfaat-panthenol-untuk-wajah-kering/,0,75,15.92,0,64,13.671875,-11,0
https://www.dreamlab.id/career/,1,10,6,0,0,0,-10,-1
https://dreamlab.id/panduan-bisnis-produk-bayi/,0,17,4.9411764705882355,0,7,8.857142857142858,-10,0
https://dreamlab.id/rekomendasi-sunscreen-lokal/,0,21,11.428571428571429,0,11,21,-10,0
https://dreamlab.id/pabrik-maklon-parfum-bekasi/,1,28,18.107142857142858,0,19,14.68421052631579,-9,-1
https://dreamlab.id/trend-body-care-2025-produk-viral-tiktok-shopee-dreamlab-maklon-kosmetik/,1,31,6.645161290322581,0,22,6.363636363636363,-9,-1
https://dreamlab.id/cara-ampuh-memutihkan-ketiak/,0,29,30.586206896551722,0,20,33.9,-9,0
https://dreamlab.id/pabrik-skincare-maklon/,0,35,72.08571428571429,0,26,83.07692307692308,-9,0
https://www.dreamlab.id/pkrt/,0,9,16.333333333333336,0,0,0,-9,0
https://www.dreamlab.id/produk/footcare/,0,9,32,0,0,0,-9,0
https://dreamlab.id/produk/decorative/lipcare/lip-serum/,2,8,5.875,0,0,0,-8,-2
https://dreamlab.id/astaxanthin-mengapa-bahan-aktif-ini-sedang-naik-daun-di-industri-kosmetik/,0,38,11.236842105263158,0,30,16.833333333333336,-8,0
https://dreamlab.id/cara-branding-bisnis-kosmetik/,0,11,17.272727272727273,0,3,66.66666666666667,-8,0
https://dreamlab.id/news-blog/,0,19,13.894736842105264,0,11,13.818181818181818,-8,0
https://dreamlab.id/privacy-policy/,0,11,3.1818181818181817,0,3,13.666666666666666,-8,0
https://www.dreamlab.id/category/maklon-skincare/,0,8,41.25,0,0,0,-8,0
https://www.dreamlab.id/produk/babycare/baby-lotion/,0,16,42.4375,0,8,49.25,-8,0
https://dreamlab.id/contact-us/,4,229,10.720524017467248,4,222,8.09009009009009,-7,0
https://dreamlab.id/category/maklon-skincare/,0,31,28.774193548387096,0,24,41.625,-7,0
https://dreamlab.id/maklon-bodycare-dreamlab-moq-fleksibel/,0,12,18.916666666666668,0,5,8.4,-7,0
https://dreamlab.id/maklon-kosmetik-jayapura/,0,8,3.625,0,1,1,-7,0
https://dreamlab.id/pabrik-maklon-kosmetik-cpkb-grade-a/,0,16,8.375,0,9,7.555555555555555,-7,0
https://dreamlab.id/pabrik-maklon-kosmetik-sidoarjo-dreamlab/,0,42,9.142857142857142,3,35,7.6,-7,3
https://dreamlab.id/perbedaan-privatelabel-vsodm/,0,12,12.583333333333334,0,5,12.2,-7,0
https://dreamlab.id/produk/decorative/make-up/eyebrow-gel/,0,7,9.142857142857142,0,0,0,-7,0
https://dreamlab.id/produk/decorative/make-up/liquid-highlighter/,0,7,4.714285714285714,0,0,0,-7,0
https://dreamlab.id/strategi-tiktok-shop-campaign-gratis/,0,10,9.4,0,3,9.666666666666666,-7,0
https://dreamlab.id/terms-of-service/,0,10,40.3,0,3,50,-7,0
https://www.dreamlab.id/news-blog/page/2/,0,10,6.1,0,3,7,-7,0
https://www.dreamlab.id/produk/babycare/baby-oil/,0,7,39.142857142857146,0,0,0,-7,0
https://dreamlab.id/berapa-moq-maklon-skincare-di-dreamlab-ini-fakta-penting-untuk-pebisnis-pemula/,0,11,9.545454545454545,0,5,10.4,-6,0
https://dreamlab.id/our-client/,0,21,24.80952380952381,0,15,9.266666666666667,-6,0
https://dreamlab.id/parfum-balm-vs-parfum-oil/,0,24,5.25,0,18,9.222222222222221,-6,0
https://dreamlab.id/produk-whitening-branding-claim/,0,6,9.333333333333334,0,0,0,-6,0
https://dreamlab.id/produk/bodycare/,0,19,20.94736842105263,0,13,15.076923076923077,-6,0
https://dreamlab.id/rekomendasi-skincare-musim-hujan-agar-kulit-tetap-sehat-dan-lembap/,0,8,9.125,0,2,9.5,-6,0
https://www.dreamlab.id/maklon-parfum/eau-de-parfum/,0,6,6.166666666666667,0,0,0,-6,0
https://dreamlab.id/produk/haircare/pomade/,1,6,20.833333333333332,0,1,9,-5,-1
https://www.dreamlab.id/category/maklon-bodycare/,1,5,9.6,0,0,0,-5,-1
https://dreamlab.id/8-tren-kecantikan-2026-smart-formula/,0,23,12.782608695652174,2,18,10.61111111111111,-5,2
https://dreamlab.id/kosmetik-olahraga/,0,7,7.714285714285714,0,2,2,-5,0
https://dreamlab.id/maklon-jakarta-terbaik/,0,9,14.444444444444445,0,4,34.25,-5,0
https://dreamlab.id/maklon-skincare/masker-wajah/,0,5,12.4,0,0,0,-5,0
https://dreamlab.id/produk/bodycare/deodorant-dry-serum/,0,5,8,0,0,0,-5,0
https://dreamlab.id/produk/footcare/foot-mask/,0,5,11.8,0,0,0,-5,0
https://dreamlab.id/produk/parfum/body-mist/,0,13,5.538461538461538,0,8,9.75,-5,0
https://dreamlab.id/sunscreen-spf-yang-cocok-untuk-kegiatan/,0,5,7.2,0,0,0,-5,0
https://dreamlab.id/tren-aroma-parfum-2026-terbaru/,0,25,7.96,2,20,6.7,-5,2
https://www.dreamlab.id/produk/babycare/baby-cologne/,0,6,80.66666666666667,0,1,7,-5,0
https://dreamlab.id/maklon-kosmetik-tangerang-terpercaya/,2,42,15.214285714285714,0,38,12.18421052631579,-4,-2
https://dreamlab.id/cara-membuat-deodorant-balm-custom/,0,5,5.4,0,1,7,-4,0
https://dreamlab.id/category/maklon-parfum/,0,7,14.428571428571429,0,3,2,-4,0
https://dreamlab.id/state-of-beauty-2025-tren-kecantikan-pertumbuhan-industri-kosmetik-perubahan-pasar/,0,7,19,1,3,11.666666666666666,-4,1
https://www.dreamlab.id/maklon-decorative/makeup/,0,4,9.5,0,0,0,-4,0
https://www.dreamlab.id/produk/skincare/micellar-cleansing-gel/,0,4,6,0,0,0,-4,0
https://dreamlab.id/parfum-arab-ide-bisnis-2026/,2,10,3.7,0,7,5.428571428571429,-3,-2
https://dreamlab.id/maklon-produk-man-care/,1,7,12,0,4,19,-3,-1
https://dreamlab.id/produk/footcare/foot-spray/,1,3,35.333333333333336,0,0,0,-3,-1
https://dreamlab.id/ai-data-cara-brand-kosmetik-baru-menemukan-formula-viral/,0,6,7.666666666666667,0,3,3.3333333333333335,-3,0
https://dreamlab.id/baby-care/,0,12,43.833333333333336,1,9,43.888888888888886,-3,1
https://dreamlab.id/bisnis-parfum-merk-sendiri/,0,10,36,0,7,17,-3,0
https://dreamlab.id/foot-care-produk-peluang-bisnis-maklon-dreamlab/,0,3,4,0,0,0,-3,0
https://dreamlab.id/hero-ingredients-2025/,0,10,9.7,0,7,14.857142857142858,-3,0
https://dreamlab.id/maklon-skincare/,0,3,9,0,0,0,-3,0
https://dreamlab.id/maklon-skincare/cleansing-series/,0,3,69.66666666666667,0,0,0,-3,0
https://dreamlab.id/omset-moisturizer-naik-tajam-dreamlab-bisnis-skincare/,0,4,8.5,0,1,8,-3,0
https://dreamlab.id/optimasi-penjualan-tiktok-shop/,0,4,9.25,0,1,5,-3,0
https://dreamlab.id/produk-viral-tiktok/,0,6,5.666666666666667,0,3,8,-3,0
https://dreamlab.id/produk/decorative/make-up/liquid-blush/,0,6,8.166666666666668,0,3,6.666666666666667,-3,0
https://dreamlab.id/produk/footcare/foot-anti-bacterial/,0,3,17,0,0,0,-3,0
https://dreamlab.id/produk/haircare/hair-serum/,0,4,4.25,0,1,11,-3,0
https://dreamlab.id/produk/parfum/eau-de-parfum/,0,5,23.8,0,2,31,-3,0
https://dreamlab.id/rahasia-perawatan-rambut-keriting-tetap-sehat-lembut-dan-terdefinisi/,0,3,24.666666666666668,0,0,0,-3,0
https://www.dreamlab.id/maklon-body-care/body-serum/,0,3,6,0,0,0,-3,0
https://www.dreamlab.id/maklon-skincare/masker-wajah/,0,3,7,0,0,0,-3,0
https://www.dreamlab.id/produk/haircare/shampoo/,0,3,7.666666666666667,0,0,0,-3,0
https://dreamlab.id/waterless-beauty-2025/,1,4,5.5,0,2,7,-2,-1
https://www.dreamlab.id/maklon-parfum/minyak-atsiri/,1,2,8,0,0,0,-2,-1
https://dreamlab.id/alat-pengencang-wajah/,0,46,8.717391304347826,1,44,6.2272727272727275,-2,1
https://dreamlab.id/author/admin/page/2/,0,2,8.5,0,0,0,-2,0
https://dreamlab.id/hair-care/,0,2,2.5,0,0,0,-2,0
https://dreamlab.id/maklon-decorative/lip-care/lip-blush/,0,4,10.25,0,2,9.5,-2,0
https://dreamlab.id/produk/decorative/make-up/cream-blush/,0,2,9,0,0,0,-2,0
https://dreamlab.id/produk/skincare/acne-cream/,0,2,4,0,0,0,-2,0
https://dreamlab.id/produk/skincare/facial-moisturizer/,0,3,7,0,1,44,-2,0
https://dreamlab.id/skincare-face-care/,0,2,1,0,0,0,-2,0
https://dreamlab.id/strategi-brand-viral-tiktok/,0,3,5.666666666666667,0,1,1,-2,0
https://www.dreamlab.id/category/maklon-parfum/,0,5,15.4,0,3,22,-2,0
https://www.dreamlab.id/decorative/,0,2,11,0,0,0,-2,0
https://www.dreamlab.id/maklon-body-care/sabun-batang/,0,2,18,0,0,0,-2,0
https://www.dreamlab.id/maklon-decorative/lip-care/lip-balm/,0,2,6,0,0,0,-2,0
https://www.dreamlab.id/produk/bodycare/body-lotion/,0,2,10,0,0,0,-2,0
https://www.dreamlab.id/produk/bodycare/organic-soap/,0,2,30.5,0,0,0,-2,0
https://www.dreamlab.id/produk/decorative/cushion-foundation/,0,2,8,0,0,0,-2,0
https://www.dreamlab.id/produk/haircare/hair-gel/,0,2,8.5,0,0,0,-2,0
https://www.dreamlab.id/produk/haircare/hair-mask/,0,2,8,0,0,0,-2,0
https://www.dreamlab.id/produk/haircare/hair-tonic/,0,2,7,0,0,0,-2,0
https://www.dreamlab.id/produk/skincare/face-cream/moisturizing-cream/,0,3,16.333333333333336,0,1,25,-2,0
https://www.dreamlab.id/produk/skincare/facial-toner/,0,7,23.428571428571427,0,5,14.6,-2,0
https://dreamlab.id/category/maklon-personal-care/,1,1,3,0,0,0,-1,-1
https://dreamlab.id/maklon-parfum-dreamlab/,1,13,36.61538461538461,0,12,19.916666666666668,-1,-1
https://dreamlab.id/asa-maklon-antiperspirant-terpercaya/,0,1,3,0,0,0,-1,0
https://dreamlab.id/biaya-membuat-brand-serum/,0,2,6,0,1,16,-1,0
https://dreamlab.id/cara-menghilangkan-ketombe/,0,1,50,0,0,0,-1,0
https://dreamlab.id/category/dreamlabpedia/,0,1,1,0,0,0,-1,0
https://dreamlab.id/contact-medsos/,0,1,10,0,0,0,-1,0
https://dreamlab.id/formulasi-witch-hazel/,0,1,1,0,0,0,-1,0
https://dreamlab.id/google-ads/maklon-hair-care/,0,3,9,0,2,10,-1,0
https://dreamlab.id/hair-treatment-ampoule-maklon-haircare-dreamlab/,0,4,6.25,0,3,7,-1,0
https://dreamlab.id/hair-vitamin-lokal-indonesia-viral-di-korea/,0,1,5,0,0,0,-1,0
https://dreamlab.id/inovasi-maklon-haircare-2026/,0,3,32.33333333333333,0,2,23.5,-1,0
https://dreamlab.id/kuasai-pasar-skincare-2026-biotech/,0,1,8,0,0,0,-1,0
https://dreamlab.id/maklon-body-care/massage-cream/,0,1,12,0,0,0,-1,0
https://dreamlab.id/maklon-decorative/makeup/bb-cream/,0,1,1,0,0,0,-1,0
https://dreamlab.id/maklon-foot-care/foot-scrub/,0,1,6,0,0,0,-1,0
https://dreamlab.id/maklon-haircare/,0,1,5,0,0,0,-1,0
https://dreamlab.id/maklon-kosmetik-ibu-hamil/,0,2,17.5,0,1,27,-1,0
https://dreamlab.id/maklon-kosmetik-kediri/,0,6,7.166666666666667,0,5,7.4,-1,0
https://dreamlab.id/maklon-skincare/facial-toner/,0,1,6,0,0,0,-1,0
https://dreamlab.id/moq-maklon-kosmetik/,0,1,4,0,0,0,-1,0
https://dreamlab.id/panduan/cara-menentukan-moq-produk-kosmetik/,0,2,18.5,0,1,49,-1,0
https://dreamlab.id/panduan/komponen-biaya-maklon-skincare/,0,1,50,0,0,0,-1,0
https://dreamlab.id/potensi-bisnis-babycare/,0,7,7.428571428571429,0,6,8.5,-1,0
https://dreamlab.id/produk/babycare/baby-powder/,0,2,6.5,0,1,5,-1,0
https://dreamlab.id/produk/bodycare/deodorant-balm/,0,2,5.5,1,1,1,-1,1
https://dreamlab.id/produk/decorative/make-up/foundation-serum/,0,1,6,0,0,0,-1,0
https://dreamlab.id/produk/decorative/make-up/foundation/,0,8,8.375,0,7,11.571428571428571,-1,0
https://dreamlab.id/produk/footcare/foot-serum/,0,2,7.5,0,1,6,-1,0
https://dreamlab.id/produk/haircare/hair-conditioner/,0,1,9,0,0,0,-1,0
https://dreamlab.id/produk/haircare/hair-mist/,0,3,11,0,2,7,-1,0
https://dreamlab.id/produk/haircare/scalp-care/,0,1,13,0,0,0,-1,0
https://dreamlab.id/produk/skincare/facial-toner/brightening-facial-toner/,0,1,6,0,0,0,-1,0
https://dreamlab.id/produk/skincare/facial-wash/acne-facial-wash/,0,1,9,0,0,0,-1,0
https://dreamlab.id/produk/skincare/micellar-cleansing-gel/,0,1,10,0,0,0,-1,0
https://dreamlab.id/rincian-biaya-produksi-serum-wajah/,0,3,2,0,2,7.5,-1,0
https://dreamlab.id/rincian-biaya-produksi-serum/,0,1,7,0,0,0,-1,0
https://dreamlab.id/skincare-natural-bali-pasar-internasional/,0,13,12.615384615384615,1,12,16.666666666666664,-1,1
https://www.dreamlab.id/about-us/alur-maklon/,0,3,50.666666666666664,1,2,34.5,-1,1
https://www.dreamlab.id/category/maklon-baby-care/,0,1,2,0,0,0,-1,0
https://www.dreamlab.id/contact-medsos/,0,1,8,0,0,0,-1,0
https://www.dreamlab.id/jasa-maklon-kosmetik-bandung/,0,1,6,0,0,0,-1,0
https://www.dreamlab.id/maklon-baby-care/baby-2in1-wash/,0,3,4,0,2,9,-1,0
https://www.dreamlab.id/maklon-baby-care/baby-shampoo/,0,1,12,0,0,0,-1,0
https://www.dreamlab.id/maklon-body-care/sabun-antibakteri/,0,1,4,0,0,0,-1,0
https://www.dreamlab.id/maklon-hair-care/hair-gel/,0,1,24,0,0,0,-1,0
https://www.dreamlab.id/maklon-skincare/serum-wajah/,0,1,12,0,0,0,-1,0
https://www.dreamlab.id/manfaat-hair-tonic-ginseng-rambut/,0,1,7,0,0,0,-1,0
https://www.dreamlab.id/news-blog/page/18/,0,1,7,0,0,0,-1,0
https://www.dreamlab.id/produk/babycare/baby-shampoo/,0,1,5,0,0,0,-1,0
https://www.dreamlab.id/produk/bodycare/anti-bacterial-soap/,0,1,7,0,0,0,-1,0
https://www.dreamlab.id/produk/bodycare/body-butter/,0,1,3,0,0,0,-1,0
https://www.dreamlab.id/produk/bodycare/body-oil/,0,1,8,0,0,0,-1,0
https://www.dreamlab.id/produk/decorative/lipcare/lip-blush/,0,1,10,0,0,0,-1,0
https://www.dreamlab.id/produk/decorative/lipcare/lip-cream/,0,1,1,0,0,0,-1,0
https://www.dreamlab.id/produk/decorative/lipcare/lip-gloss/,0,1,11,0,0,0,-1,0
https://www.dreamlab.id/produk/pkrt/bar-soap-pkrt/,0,1,4,0,0,0,-1,0
https://www.dreamlab.id/produk/skincare/face-cream/,0,1,20,0,0,0,-1,0
https://www.dreamlab.id/produk/skincare/face-cream/eye-cream/,0,1,16,0,0,0,-1,0
https://dreamlab.id/peluang-feminim-care-dalam-bisnis-pasar-yang-menjanjikan/,1,3,8,0,3,5,0,-1
https://dreamlab.id/cara-buat-brand-dry-shampoo/,0,4,11.75,0,4,9.25,0,0
https://dreamlab.id/category/bisnis-kosmetik/,0,2,7.5,0,2,6,0,0
https://dreamlab.id/google-ads/maklon-kosmetik/,0,1,8,0,1,9,0,0
https://dreamlab.id/jasa-maklon-bar-soap-merek-sendiri/,0,12,9.416666666666666,1,12,9.416666666666666,0,1
https://dreamlab.id/maklon-body-lotion-dupe-highend/,0,1,8,0,1,8,0,0
https://dreamlab.id/maklon-skincare-nad-plus-anti-aging/,0,18,9,0,18,7.888888888888889,0,0
https://dreamlab.id/memilih-pabrik-maklon-kosmetik-sertifikasi-cpkb/,0,5,6.6,0,5,2.8,0,0
https://dreamlab.id/pengganti-hydroquinone-flek-hitam-aman/,0,12,11.25,0,12,8.5,0,0
https://dreamlab.id/produk/bodycare/body-wash/,0,2,10.5,0,2,12,0,0
https://dreamlab.id/produk/haircare/beard-serum/,0,1,45,0,1,44,0,0
https://dreamlab.id/reampreneur-beauty-academy-maklon-kosmetik/,0,1,9,0,1,9,0,0
https://dreamlab.id/solusi-bisnis-body-serum-aha-2025-tren-pasar-maklon-dreamlab/,0,2,8,0,2,9,0,0
https://www.dreamlab.id/author/admin/page/5/,0,3,30.666666666666668,0,3,21.666666666666668,0,0
https://www.dreamlab.id/produk/bodycare/body-scrub/,0,1,5,0,1,9,0,0
https://www.dreamlab.id/produk/bodycare/massage-oil/,0,1,1,0,1,1,0,0
https://www.dreamlab.id/produk/decorative/lipcare/,0,2,6,1,2,5,0,1
https://dreamlab.id/biaya-maklon-skincare/,0,6,14.666666666666666,0,7,13.857142857142858,1,0
https://dreamlab.id/dupe-parfum-nagita-slavina-tahan-lama/,0,20,6.05,0,21,7.619047619047619,1,0
https://dreamlab.id/lulur-vs-hb-dosting/,0,345,5.550724637681159,1,346,5.445086705202312,1,1
https://dreamlab.id/maklon-brand-kosmetik-sendiri-100pcs-pemula/,0,4,6.75,2,5,9.6,1,2
https://dreamlab.id/maklon-kosmetik-pemula-modal-kecil/,0,2,17,0,3,13.333333333333334,1,0
https://dreamlab.id/maklon-shampoo-psoriasis-formula-juara/,0,1,7,0,2,10.5,1,0
https://dreamlab.id/news-blog/page/4/,0,7,8.285714285714285,0,8,8,1,0
https://dreamlab.id/penyebab-ingrown-hair/,0,2,30,0,3,18.333333333333332,1,0
https://dreamlab.id/produk/bodycare/body-butter/,0,1,8,0,2,8,1,0
https://dreamlab.id/produk/decorative/lipcare/lip-balm/,0,2,4.5,0,3,8,1,0
https://dreamlab.id/produk/haircare/,0,7,26.571428571428573,0,8,51.375,1,0
https://dreamlab.id/produk/parfum/eau-de-toilette/,0,4,9.25,0,5,5.8,1,0
https://dreamlab.id/tren-memulai-bisnis-skincare-2025/,0,2,24,0,3,11,1,0
https://www.dreamlab.id/omset-moisturizer-naik-tajam-dreamlab-bisnis-skincare/,0,2,8.5,0,3,5.333333333333333,1,0
https://www.dreamlab.id/maklon-body-care/soothing-gel/,0,0,0,1,1,1,1,1
https://dreamlab.id/berapa-biaya-membuat-brand-serum/,0,0,0,0,1,9,1,0
https://dreamlab.id/bisnis-skincare-glow-glasskin-cystamine/,0,0,0,0,1,9,1,0
https://dreamlab.id/inspirasi-parfum-lokal-aroma-teh/,0,0,0,0,1,12,1,0
https://dreamlab.id/maklon-baby-care/baby-2in1-wash/,0,0,0,0,1,10,1,0
https://dreamlab.id/maklon-body-care/massage-oil/,0,0,0,0,1,7,1,0
https://dreamlab.id/maklon-body-wash-berkualitas-dan-bersertifikat-bpom/,0,0,0,0,1,2,1,0
https://dreamlab.id/maklon-decorative/makeup/,0,0,0,0,1,9,1,0
https://dreamlab.id/maklon-foot-care/foot-soak/,0,0,0,0,1,8,1,0
https://dreamlab.id/maklon-foot-care/foot-spray/,0,0,0,0,1,3,1,0
https://dreamlab.id/produk/bodycare/body-oil/,0,0,0,0,1,8,1,0
https://dreamlab.id/produk/decorative/cushion-foundation/,0,0,0,0,1,4,1,0
https://dreamlab.id/produk/decorative/lipcare/lip-blush/,0,0,0,0,1,6,1,0
https://dreamlab.id/produk/decorative/lipcare/lip-cream/,0,0,0,0,1,4,1,0
https://dreamlab.id/produk/decorative/lipcare/lip-gloss/,0,0,0,0,1,2,1,0
https://dreamlab.id/produk/decorative/lipcare/tinted-lip-balm/,0,0,0,0,1,8,1,0
https://dreamlab.id/produk/decorative/liquid-foundation/,0,0,0,0,1,7,1,0
https://dreamlab.id/produk/decorative/make-up/bb-cream/,0,0,0,0,1,11,1,0
https://dreamlab.id/produk/decorative/mascara/,0,0,0,0,1,3,1,0
https://dreamlab.id/produk/skincare/face-cream/brightening-cream/,0,0,0,0,1,10,1,0
https://dreamlab.id/produk/skincare/facial-wash/,0,0,0,0,1,8,1,0
https://dreamlab.id/tips-membuat-hand-sanitizer-bisnis/,0,0,0,0,1,25,1,0
https://www.dreamlab.id/maklon-decorative/lip-care/,0,0,0,0,1,2,1,0
https://www.dreamlab.id/maklon-decorative/lip-care/lip-gloss/,0,0,0,0,1,5,1,0
https://www.dreamlab.id/produk/pkrt/hand-sanitizer/,0,0,0,0,1,7,1,0
https://www.dreamlab.id/produk/pkrt/room-spray/,0,0,0,0,1,4,1,0
https://www.dreamlab.id/produk/skincare/cleansing/,0,0,0,0,1,6,1,0
https://dreamlab.id/produk/bodycare/deodorant/,2,6,10.833333333333334,0,8,7.25,2,-2
https://dreamlab.id/bahan-aktif-skincare-jerawat/,0,5,22.2,0,7,10.142857142857142,2,0
https://dreamlab.id/cara-personal-banding/,0,2,8,0,4,8.5,2,0
https://dreamlab.id/jasa-maklon-kosmetik-bpom-panduan-lengkap/,0,5,9,0,7,32,2,0
https://dreamlab.id/maklon-hairmist/,0,4,3.75,1,6,7.166666666666667,2,1
https://dreamlab.id/maklon-skincare-jawa-timur-dreamlab/,0,28,24.178571428571427,2,30,23.266666666666666,2,2
https://dreamlab.id/mudahnya-menjadi-owner-parfum-sendiri-ciptakan-brand-wewangian-eksklusif-tanpa-ribet/,0,7,33.142857142857146,0,9,9.444444444444445,2,0
https://dreamlab.id/pabrik-skincare-aceh-bpom-terlengkap/,0,4,17,0,6,6.666666666666667,2,0
https://dreamlab.id/produk/decorative/,0,6,4.166666666666666,0,8,23.375,2,0
https://dreamlab.id/produk/footcare/foot-scrub/,0,1,10,0,3,15.666666666666666,2,0
https://dreamlab.id/produk/parfum/extrait-de-parfum/,0,7,10.142857142857142,0,9,6,2,0
https://www.dreamlab.id/maklon-bodymist/,0,7,5,1,9,6,2,1
https://dreamlab.id/maklon-foot-care/,0,0,0,0,2,19,2,0
https://dreamlab.id/maklon-foot-care/foot-cream/,0,0,0,0,2,49.5,2,0
https://dreamlab.id/thankyou/google/,0,0,0,0,2,55,2,0
https://www.dreamlab.id/ads/maklon-parfum/,0,0,0,0,2,49.5,2,0
https://www.dreamlab.id/category/dreampreneur-beauty-academy/,0,0,0,0,2,5.5,2,0
https://www.dreamlab.id/maklon-decorative/lip-care/lip-serum/,0,0,0,0,2,3.5,2,0
https://dreamlab.id/maklon-parfum-makassar/,3,16,5.1875,2,19,11.578947368421053,3,-1
https://dreamlab.id/bisnis-perawatan-pria/,1,3,10,0,6,11.833333333333334,3,-1
https://dreamlab.id/ide-bisnis-kosmetik-2026/,1,30,6.7,0,33,10.242424242424242,3,-1
https://dreamlab.id/bahan-aktif-skincare-paling-dicari/,0,4,8.25,0,7,10.571428571428571,3,0
https://dreamlab.id/cara-membuat-toner-dari-cuka-apel/,0,10,7.9,0,13,8.307692307692307,3,0
https://dreamlab.id/cara-mulai-bisnis-skincare-dari-nol/,0,12,29.75,2,15,11.4,3,2
https://dreamlab.id/jenis-packaging-box-parfum/,0,11,6.181818181818182,0,14,8,3,0
https://dreamlab.id/produk/footcare/,0,2,18.5,0,5,59.8,3,0
https://dreamlab.id/produk/parfum/eau-de-cologne/,0,3,40.666666666666664,0,6,7,3,0
https://dreamlab.id/produk/skincare/face-cream/,0,5,41,0,8,46.875,3,0
https://dreamlab.id/slug-maklon-kosmetik-indonesia-vs-china/,0,28,6.107142857142857,0,31,6.354838709677419,3,0
https://dreamlab.id/maklon-bodymist/,0,0,0,0,3,8.333333333333332,3,0
https://dreamlab.id/maklon-hair-care-kesalahan-pemula-brand/,0,0,0,0,3,6.666666666666667,3,0
https://dreamlab.id/panduan/,0,0,0,0,3,34.333333333333336,3,0
