query,clicks_c90,clicks_p90,clicks_delta,clicks_pct_change,impressions_c90,impressions_p90,impressions_delta,ctr_c90_pct,ctr_p90_pct,ctr_delta_pp,position_c90,position_p90,position_delta,c30_clicks,p30_clicks,clicks_16m,impressions_16m,trend,business_intent,brand
"industri skincare dan kosmetik global dalam beberapa tahun terakhir menunjukkan pertumbuhan yang tinggi, terutama didorong oleh digitalisasi, social commerce, dan meningkatnya kesadaran konsumen terhadap perawatan diri. namun, di tengah pertumbuhan tersebut, beberapa perusahaan besar justru mengalami tekanan finansial yang serius. salah satunya adalah revlon, perusahaan kosmetik asal amerika serikat yang berdiri sejak tahun 1932. pada tahun 2022, revlon mengajukan perlindungan kebangkrutan (chapter 11) di amerika serikat akibat beban utang yang besar, gangguan rantai pasok, serta menurunnya daya saing merek di pasar global. padahal, selama beberapa dekade revlon dikenal sebagai salah satu pemain utama dalam industri kecantikan dengan portofolio produk makeup dan skincare yang luas. beberapa faktor yang mempercepat penurunan kinerja revlon antara lain: tingginya tingkat persaingan dari brand global seperti estée lauder dan l'oréal. munculnya brand digital-native dan indie brands yang lebih adaptif terhadap tren media sosial. perubahan preferensi konsumen menuju clean beauty, sustainability, dan scientific skincare. dominasi e-commerce dan social commerce yang mengubah struktur distribusi tradisional. industri skincare saat ini ditandai oleh masuknya pemain baru seperti wardah dan somethinc dengan hambatan masuk yang relatif rendah di sisi branding dan pemasaran digital, namun tetap menuntut investasi besar dalam inovasi formula dan penguatan rantai pasok. konsumen semakin rasional, mengandalkan review online, influencer, dan transparansi kandungan produk sebelum melakukan pembelian. fenomena ini menunjukkan bahwa keberhasilan perusahaan dalam industri skincare tidak hanya ditentukan oleh kekuatan merek historis, tetapi juga oleh kemampuan beradaptasi terhadap perubahan struktur industri. pertanyaan: dengan menggunakan pendekatan model ekonomi industri (structure–conduct–performance / scp), lakukan analisis lingkungan industri (ali) pada industri skincare saat ini. uraikan secara sistematis: structure (struktur industri). analisis tingkat konsentrasi pasar, hambatan masuk, diferensiasi produk, kekuatan pemasok dan pembeli, serta ancaman produk substitusi dalam industri skincare! conduct (perilaku perusahaan). jelaskan pola strategi yang dilakukan pelaku industri, seperti strategi harga, promosi digital, inovasi produk, kolaborasi influencer, dan ekspansi kanal distribusi! performance (kinerja industri). analisis bagaimana struktur dan perilaku tersebut memengaruhi profitabilitas, efisiensi, inovasi, serta keberlanjutan jangka panjang industri! hubungkan masing-masing komponen tersebut dengan kondisi industri skincare saat ini dan refleksikan mengapa perusahaan seperti revlon mengalami tekanan dalam lanskap industri yang semakin kompetitif dan digital.",0,0,0,,0,1,-1,0.0,0.0,,,1.0,,0,0,0,1,stable,pricing,False
jasa maklon kosmetik murah,0,0,0,,1,0,1,0.0,0.0,,30.0,,,0,0,0,1,stable,pricing,False
kalodata harga,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,1,stable,pricing,False
maklon bodycare murah dan berkualitas,0,0,0,,6,0,6,0.0,0.0,,15.3,,,0,0,0,6,stable,pricing,False
maklon herbal moq rendah,0,0,0,,1,2,-1,0.0,0.0,,47.0,58.5,-11.5,0,0,0,3,stable,pricing,False
maklon kosmetik murah,0,0,0,,2,5,-3,0.0,0.0,,34.5,16.2,18.3,0,0,0,7,stable,pricing,False
maklon moq rendah,0,1,-1,-100.0,34,40,-6,0.61,2.5,-1.89,29.2,45.1,-15.9,0,0,1,165,stable,pricing,False
maklon murah,0,0,0,,1,1,0,0.0,0.0,,21.0,45.0,-24.0,0,0,0,2,stable,pricing,False
maklon parfum moq rendah,6,10,-4,-40.0,139,155,-16,4.32,6.45,-2.14,8.2,7.1,1.1,3,1,16,296,growing,pricing,False
maklon parfum murah,0,0,0,,22,12,10,0.0,0.0,,27.7,45.8,-18.2,0,0,0,34,stable,pricing,False
maklon skincare moq rendah,1,0,1,100,4,2,2,25.0,0.0,,29.5,14.0,15.5,0,0,1,12,stable,pricing,False
maklon skincare murah,0,0,0,,1,1,0,0.0,0.0,,40.0,78.0,-38.0,0,0,0,4,stable,pricing,False
maklon termurah,0,0,0,,0,1,-1,0.0,0.0,,,10.0,,0,0,0,1,stable,pricing,False
menghitung harga jual produk,0,0,0,,1,0,1,0.0,0.0,,3.0,,,0,0,0,1,stable,pricing,False
modal,0,0,0,,1,0,1,0.0,0.0,,1.0,,,0,0,0,1,stable,pricing,False
modal 20 juta,0,0,0,,1,0,1,0.0,0.0,,9.0,,,0,0,0,1,stable,pricing,False
modal awal buka toko kosmetik,0,0,0,,1,0,1,0.0,0.0,,2.0,,,0,0,0,1,stable,pricing,False
modal bikin brand parfum sendiri,0,0,0,,1,0,1,0.0,0.0,,11.0,,,0,0,0,1,stable,pricing,False
modal bisnis parfum brand sendiri,0,0,0,,7,3,4,0.0,0.0,,11.9,11.7,0.2,0,0,0,12,stable,pricing,False
modal bisnis skincare,0,0,0,,3,0,3,0.0,0.0,,29.0,,,0,0,0,4,stable,pricing,False
modal usaha kosmetik kecil kecilan,0,0,0,,1,0,1,0.0,0.0,,76.0,,,0,0,0,1,stable,pricing,False
modal usaha parfum brand sendiri,0,0,0,,1,1,0,0.0,0.0,,12.0,7.0,5.0,0,0,0,3,stable,pricing,False
modal usaha skin care,0,0,0,,6,0,6,0.0,0.0,,41.8,,,0,0,0,6,stable,pricing,False
modal usaha toko kosmetik,0,0,0,,0,1,-1,0.0,0.0,,,1.0,,0,0,0,1,stable,pricing,False
moq rendah,1,0,1,100,1,0,1,100.0,0.0,,4.0,,,0,1,1,1,declining,pricing,False
parfum lara arab harga,0,0,0,,0,1,-1,0.0,0.0,,,4.0,,0,0,0,1,stable,pricing,False
perhitungan biaya produksi,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,1,stable,pricing,False
perkiraan modal,0,0,0,,0,1,-1,0.0,0.0,,,5.0,,0,0,0,1,stable,pricing,False
potong harga di tiktok,0,0,0,,1,0,1,0.0,0.0,,1.0,,,0,0,0,1,stable,pricing,False
skincare murah indonesia 2026,0,0,0,,0,1,-1,0.0,0.0,,,15.0,,0,0,0,1,stable,pricing,False
strategi harga industri skincare,0,0,0,,0,6,-6,0.0,0.0,,,10.0,,0,0,0,6,stable,pricing,False
strategi harga industri skincare global,0,0,0,,0,1,-1,0.0,0.0,,,10.0,,0,0,0,1,stable,pricing,False
yang paling murah yang mana,0,0,0,,1,0,1,0.0,0.0,,2.0,,,0,0,0,1,stable,pricing,False
