url,page_type,http_status,robots,canonical,internal_inlinks,historical_impressions,classification,decision,priority,notes
https://dreamlab.id/product-category/uncategorized/feed/,feed,unknown,noindex,external,0,0,EXPECTED_NOT_INDEXED,LEAVE_AS_EXPECTED,P3,Feed
https://dreamlab.id/author/admin/page/6/,author_pagination,unknown,index,external,0,0,EXPECTED_NOT_INDEXED,LEAVE_AS_EXPECTED,P3,Author pagination
https://dreamlab.id/category/maklon-footcare/feed/,feed,unknown,noindex,external,0,0,EXPECTED_NOT_INDEXED,LEAVE_AS_EXPECTED,P3,Feed
https://dreamlab.id/category/dreampreneur-beauty-academy/feed/,feed,unknown,noindex,external,0,0,EXPECTED_NOT_INDEXED,LEAVE_AS_EXPECTED,P3,Feed
https://dreamlab.id/omset-moisturizer-naik-tajam-dreamlab-bisnis-skincare/,article,unknown,index,unknown,0,4,CONTENT_QUALITY_PROBLEM,UPDATE_CONTENT,P3,Old article, low impressions
https://dreamlab.id/hero-ingredients-2025/,article,unknown,index,unknown,0,10,CONTENT_QUALITY_PROBLEM,UPDATE_CONTENT,P2,"Has impressions (10), outdated 2025 content"
https://dreamlab.id/flywheel-marketing-brand-skincare/,article,redirect,index,external,0,unknown,LEGACY_URL,REDIRECT_CORRECT,P3,Already redirected to /news-blog/
https://dreamlab.id/produk-haircare-yang-sedang-tren/,article,redirect,index,external,0,unknown,LEGACY_URL,REDIRECT_CORRECT,P3,Already redirected correctly
https://dreamlab.id/author/admin/page/2/,author_pagination,unknown,index,external,0,0,EXPECTED_NOT_INDEXED,LEAVE_AS_EXPECTED,P3,Author pagination
https://dreamlab.id/ide-bisnis-kosmetik/,article,unknown,index,unknown,0,unknown,CONTENT_QUALITY_PROBLEM,MANUAL_REVIEW,P2,Duplicate with /ide-bisnis-kosmetik-2026/
https://dreamlab.id/wp-content/plugins/popup-maker/,system_path,unknown,noindex,external,0,0,EXPECTED_NOT_INDEXED,LEAVE_AS_EXPECTED,P3,Plugin path
https://dreamlab.id/shop/feed/,feed,unknown,noindex,external,0,0,EXPECTED_NOT_INDEXED,LEAVE_AS_EXPECTED,P3,Shop feed
https://dreamlab.id/wp-json/pum/v1,system_path,unknown,noindex,external,0,0,EXPECTED_NOT_INDEXED,LEAVE_AS_EXPECTED,P3,REST API path
https://dreamlab.id/category/maklon-haircare/feed/,feed,unknown,noindex,external,0,0,EXPECTED_NOT_INDEXED,LEAVE_AS_EXPECTED,P3,Feed
https://dreamlab.id/babycare-masa-kini-sentuhan-lembut-dan-ilmu-pengetahuan/,article,unknown,index,unknown,0,unknown,CONTENT_QUALITY_PROBLEM,MANUAL_REVIEW,P2,Orphan article with no recent impressions
https://dreamlab.id/category/bisnis-kosmetik/page/2/,category_pagination,unknown,index,external,0,unknown,EXPECTED_NOT_INDEXED,LEAVE_AS_EXPECTED,P3,Category pagination
https://dreamlab.id/maklon-kosmetik-terbaik/,article,unknown,index,unknown,0,unknown,DUPLICATE_OR_CONSOLIDATION,MERGE_AND_301,P2,Duplicate with /perusahaan-maklon-kosmetik/
https://dreamlab.id/wp-content/litespeed/localres/...,system_path,unknown,noindex,external,0,0,EXPECTED_NOT_INDEXED,LEAVE_AS_EXPECTED,P3,Cache path
https://dreamlab.id/checkout/,system_page,unknown,noindex,external,0,0,EXPECTED_NOT_INDEXED,LEAVE_AS_EXPECTED,P3,WooCommerce checkout
https://dreamlab.id/category/maklon-bodycare/feed/,feed,unknown,noindex,external,0,0,EXPECTED_NOT_INDEXED,LEAVE_AS_EXPECTED,P3,Feed
https://dreamlab.id/author/admin/feed/,feed,unknown,noindex,external,0,0,EXPECTED_NOT_INDEXED,LEAVE_AS_EXPECTED,P3,Feed
https://dreamlab.id/category/bisnis-skincare/feed/,feed,unknown,noindex,external,0,0,EXPECTED_NOT_INDEXED,LEAVE_AS_EXPECTED,P3,Feed
https://dreamlab.id/category/dreamlabpedia/feed/,feed,unknown,noindex,external,0,0,EXPECTED_NOT_INDEXED,LEAVE_AS_EXPECTED,P3,Feed
https://dreamlab.id/category/personal-care/feed/,feed,unknown,noindex,external,0,0,EXPECTED_NOT_INDEXED,LEAVE_AS_EXPECTED,P3,Feed
https://dreamlab.id/category/tips-trick/feed/,feed,unknown,noindex,external,0,0,EXPECTED_NOT_INDEXED,LEAVE_AS_EXPECTED,P3,Feed
https://dreamlab.id/category/maklon-parfum/feed/,feed,unknown,noindex,external,0,0,EXPECTED_NOT_INDEXED,LEAVE_AS_EXPECTED,P3,Feed
https://dreamlab.id/category/maklon-skincare/feed/,feed,unknown,noindex,external,0,0,EXPECTED_NOT_INDEXED,LEAVE_AS_EXPECTED,P3,Feed
